station_id,stationname,date,daytype,rides
41510,Morgan-Lake,09/11/2021,A,"2,405"
41510,Morgan-Lake,09/12/2021,U,"1,805"
41510,Morgan-Lake,09/13/2021,W,"1,490"
41510,Morgan-Lake,09/14/2021,W,"1,708"
41510,Morgan-Lake,09/15/2021,W,"1,944"
41510,Morgan-Lake,09/16/2021,W,"2,547"
41510,Morgan-Lake,09/17/2021,W,"2,887"
41510,Morgan-Lake,09/18/2021,A,"3,048"
41510,Morgan-Lake,09/19/2021,U,"2,256"
41510,Morgan-Lake,09/20/2021,W,"1,583"
41510,Morgan-Lake,09/21/2021,W,"1,710"
41510,Morgan-Lake,09/22/2021,W,"1,791"
41510,Morgan-Lake,09/23/2021,W,"1,919"
41510,Morgan-Lake,09/24/2021,W,"2,613"
41510,Morgan-Lake,09/25/2021,A,"2,878"
41510,Morgan-Lake,09/26/2021,U,"1,655"
41510,Morgan-Lake,09/27/2021,W,"1,581"
41510,Morgan-Lake,09/28/2021,W,"1,750"
41510,Morgan-Lake,09/29/2021,W,"1,791"
41510,Morgan-Lake,09/30/2021,W,"1,935"
41660,Lake/State,09/01/2021,W,"7,509"
41660,Lake/State,09/02/2021,W,"8,293"
41660,Lake/State,09/03/2021,W,"8,708"
41660,Lake/State,09/04/2021,A,"8,189"
41660,Lake/State,09/05/2021,U,"8,049"
41660,Lake/State,09/06/2021,U,"5,540"
41660,Lake/State,09/07/2021,W,"7,168"
41660,Lake/State,09/08/2021,W,"7,693"
41660,Lake/State,09/09/2021,W,"7,729"
41660,Lake/State,09/10/2021,W,"10,135"
41660,Lake/State,09/11/2021,A,"9,074"
41660,Lake/State,09/12/2021,U,"6,924"
41660,Lake/State,09/13/2021,W,"6,823"
41660,Lake/State,09/14/2021,W,"7,565"
41660,Lake/State,09/15/2021,W,"7,991"
41660,Lake/State,09/16/2021,W,"10,402"
41660,Lake/State,09/17/2021,W,"10,696"
41660,Lake/State,09/18/2021,A,"9,320"
41660,Lake/State,09/19/2021,U,"6,440"
41660,Lake/State,09/20/2021,W,"6,795"
41660,Lake/State,09/21/2021,W,"7,866"
41660,Lake/State,09/22/2021,W,"7,950"
41660,Lake/State,09/23/2021,W,"8,100"
41660,Lake/State,09/24/2021,W,"11,030"
41660,Lake/State,09/25/2021,A,"9,751"
41660,Lake/State,09/26/2021,U,"6,041"
41660,Lake/State,09/27/2021,W,"6,852"
41660,Lake/State,09/28/2021,W,"7,386"
41660,Lake/State,09/29/2021,W,"7,670"
41660,Lake/State,09/30/2021,W,"7,869"
41670,Conservatory,09/01/2021,W,592
41670,Conservatory,09/02/2021,W,528
41670,Conservatory,09/03/2021,W,604
41670,Conservatory,09/04/2021,A,485
41670,Conservatory,09/05/2021,U,488
41670,Conservatory,09/06/2021,U,322
41670,Conservatory,09/07/2021,W,468
41670,Conservatory,09/08/2021,W,598
41670,Conservatory,09/09/2021,W,542
41670,Conservatory,09/10/2021,W,644
41670,Conservatory,09/11/2021,A,447
41670,Conservatory,09/12/2021,U,386
41670,Conservatory,09/13/2021,W,463
41670,Conservatory,09/14/2021,W,501
41670,Conservatory,09/15/2021,W,556
41670,Conservatory,09/16/2021,W,542
41670,Conservatory,09/17/2021,W,554
41670,Conservatory,09/18/2021,A,422
41670,Conservatory,09/19/2021,U,440
41670,Conservatory,09/20/2021,W,487
41670,Conservatory,09/21/2021,W,445
41670,Conservatory,09/22/2021,W,520
41670,Conservatory,09/23/2021,W,561
41670,Conservatory,09/24/2021,W,599
41670,Conservatory,09/25/2021,A,541
41670,Conservatory,09/26/2021,U,376
41670,Conservatory,09/27/2021,W,495
41670,Conservatory,09/28/2021,W,499
41670,Conservatory,09/29/2021,W,587
41670,Conservatory,09/30/2021,W,546
41680,Oakton-Skokie,09/01/2021,W,451
41680,Oakton-Skokie,09/02/2021,W,449
41680,Oakton-Skokie,09/03/2021,W,410
41680,Oakton-Skokie,09/04/2021,A,226
41680,Oakton-Skokie,09/05/2021,U,153
41680,Oakton-Skokie,09/06/2021,U,166
41680,Oakton-Skokie,09/07/2021,W,444
41680,Oakton-Skokie,09/08/2021,W,501
41680,Oakton-Skokie,09/09/2021,W,495
41680,Oakton-Skokie,09/10/2021,W,436
41680,Oakton-Skokie,09/11/2021,A,221
41680,Oakton-Skokie,09/12/2021,U,163
41680,Oakton-Skokie,09/13/2021,W,430
41680,Oakton-Skokie,09/14/2021,W,415
41680,Oakton-Skokie,09/15/2021,W,461
41680,Oakton-Skokie,09/16/2021,W,473
41680,Oakton-Skokie,09/17/2021,W,488
41680,Oakton-Skokie,09/18/2021,A,256
41680,Oakton-Skokie,09/19/2021,U,138
41680,Oakton-Skokie,09/20/2021,W,461
41680,Oakton-Skokie,09/21/2021,W,450
41680,Oakton-Skokie,09/22/2021,W,482
41680,Oakton-Skokie,09/23/2021,W,477
41680,Oakton-Skokie,09/24/2021,W,498
41680,Oakton-Skokie,09/25/2021,A,222
41680,Oakton-Skokie,09/26/2021,U,170
41680,Oakton-Skokie,09/27/2021,W,440
41680,Oakton-Skokie,09/28/2021,W,479
41680,Oakton-Skokie,09/29/2021,W,481
41680,Oakton-Skokie,09/30/2021,W,472
41690,Cermak-McCormick Place,09/01/2021,W,824
41690,Cermak-McCormick Place,09/02/2021,W,836
41690,Cermak-McCormick Place,09/03/2021,W,960
41690,Cermak-McCormick Place,09/04/2021,A,849
41690,Cermak-McCormick Place,09/05/2021,U,815
41690,Cermak-McCormick Place,09/06/2021,U,515
41690,Cermak-McCormick Place,09/07/2021,W,721
41690,Cermak-McCormick Place,09/08/2021,W,775
41690,Cermak-McCormick Place,09/09/2021,W,838
41690,Cermak-McCormick Place,09/10/2021,W,904
41690,Cermak-McCormick Place,09/11/2021,A,802
41690,Cermak-McCormick Place,09/12/2021,U,697
41690,Cermak-McCormick Place,09/13/2021,W,988
41690,Cermak-McCormick Place,09/14/2021,W,"1,161"
41690,Cermak-McCormick Place,09/15/2021,W,"1,146"
41690,Cermak-McCormick Place,09/16/2021,W,"1,303"
41690,Cermak-McCormick Place,09/17/2021,W,"1,526"
41690,Cermak-McCormick Place,09/18/2021,A,"1,184"
41690,Cermak-McCormick Place,09/19/2021,U,850
41690,Cermak-McCormick Place,09/20/2021,W,901
41690,Cermak-McCormick Place,09/21/2021,W,765
41690,Cermak-McCormick Place,09/22/2021,W,831
41690,Cermak-McCormick Place,09/23/2021,W,926
41690,Cermak-McCormick Place,09/24/2021,W,947
41690,Cermak-McCormick Place,09/25/2021,A,"1,061"
41690,Cermak-McCormick Place,09/26/2021,U,630
41690,Cermak-McCormick Place,09/27/2021,W,773
41690,Cermak-McCormick Place,09/28/2021,W,788
41690,Cermak-McCormick Place,09/29/2021,W,827
41690,Cermak-McCormick Place,09/30/2021,W,884
41700,Washington/Wabash,09/01/2021,W,"4,738"
41700,Washington/Wabash,09/02/2021,W,"5,139"
41700,Washington/Wabash,09/03/2021,W,"5,604"
41700,Washington/Wabash,09/04/2021,A,"4,396"
41700,Washington/Wabash,09/05/2021,U,"4,163"
41700,Washington/Wabash,09/06/2021,U,"3,313"
41700,Washington/Wabash,09/07/2021,W,"4,702"
41700,Washington/Wabash,09/08/2021,W,"5,262"
41700,Washington/Wabash,09/09/2021,W,"5,576"
41700,Washington/Wabash,09/10/2021,W,"5,749"
41700,Washington/Wabash,09/11/2021,A,"4,137"
41700,Washington/Wabash,09/12/2021,U,"3,194"
41700,Washington/Wabash,09/13/2021,W,"4,919"
41700,Washington/Wabash,09/14/2021,W,"5,205"
41700,Washington/Wabash,09/15/2021,W,"5,479"
41700,Washington/Wabash,09/16/2021,W,"6,040"
41700,Washington/Wabash,09/17/2021,W,"5,907"
41700,Washington/Wabash,09/18/2021,A,"4,580"
41700,Washington/Wabash,09/19/2021,U,"3,416"
41700,Washington/Wabash,09/20/2021,W,"4,949"
41700,Washington/Wabash,09/21/2021,W,"5,202"
41700,Washington/Wabash,09/22/2021,W,"5,274"
41700,Washington/Wabash,09/23/2021,W,"5,415"
41700,Washington/Wabash,09/24/2021,W,"5,779"
41700,Washington/Wabash,09/25/2021,A,"4,592"
41700,Washington/Wabash,09/26/2021,U,"3,070"
41700,Washington/Wabash,09/27/2021,W,"5,044"
41700,Washington/Wabash,09/28/2021,W,"5,211"
41700,Washington/Wabash,09/29/2021,W,"5,174"
41700,Washington/Wabash,09/30/2021,W,"5,505"
40010,Austin-Forest Park,10/01/2021,W,740
40010,Austin-Forest Park,10/02/2021,A,349
40010,Austin-Forest Park,10/03/2021,U,279
40010,Austin-Forest Park,10/04/2021,W,705
40010,Austin-Forest Park,10/05/2021,W,796
40010,Austin-Forest Park,10/06/2021,W,746
40010,Austin-Forest Park,10/07/2021,W,724
40010,Austin-Forest Park,10/08/2021,W,701
40010,Austin-Forest Park,10/09/2021,A,399
40010,Austin-Forest Park,10/10/2021,U,395
40010,Austin-Forest Park,10/11/2021,W,661
40010,Austin-Forest Park,10/12/2021,W,787
40010,Austin-Forest Park,10/13/2021,W,736
40010,Austin-Forest Park,10/14/2021,W,728
40010,Austin-Forest Park,10/15/2021,W,712
40010,Austin-Forest Park,10/16/2021,A,379
40010,Austin-Forest Park,10/17/2021,U,283
40010,Austin-Forest Park,10/18/2021,W,715
40010,Austin-Forest Park,10/19/2021,W,766
40010,Austin-Forest Park,10/20/2021,W,784
40010,Austin-Forest Park,10/21/2021,W,730
40010,Austin-Forest Park,10/22/2021,W,664
40010,Austin-Forest Park,10/23/2021,A,317
40010,Austin-Forest Park,10/24/2021,U,217
40010,Austin-Forest Park,10/25/2021,W,648
40010,Austin-Forest Park,10/26/2021,W,741
40010,Austin-Forest Park,10/27/2021,W,755
40010,Austin-Forest Park,10/28/2021,W,765
40010,Austin-Forest Park,10/29/2021,W,591
40010,Austin-Forest Park,10/30/2021,A,360
40010,Austin-Forest Park,10/31/2021,U,269
40020,Harlem-Lake,10/01/2021,W,"1,773"
40020,Harlem-Lake,10/02/2021,A,"1,210"
40020,Harlem-Lake,10/03/2021,U,977
40020,Harlem-Lake,10/04/2021,W,"1,570"
40020,Harlem-Lake,10/05/2021,W,"1,637"
40020,Harlem-Lake,10/06/2021,W,"1,769"
40020,Harlem-Lake,10/07/2021,W,"1,693"
40020,Harlem-Lake,10/08/2021,W,"1,797"
40020,Harlem-Lake,10/09/2021,A,"1,404"
40020,Harlem-Lake,10/10/2021,U,"1,091"
40020,Harlem-Lake,10/11/2021,W,"1,425"
40020,Harlem-Lake,10/12/2021,W,"1,820"
40020,Harlem-Lake,10/13/2021,W,"1,737"
40020,Harlem-Lake,10/14/2021,W,"1,723"
40020,Harlem-Lake,10/15/2021,W,"1,720"
40020,Harlem-Lake,10/16/2021,A,"1,122"
40020,Harlem-Lake,10/17/2021,U,895
40020,Harlem-Lake,10/18/2021,W,"1,657"
40020,Harlem-Lake,10/19/2021,W,"1,712"
40020,Harlem-Lake,10/20/2021,W,"1,778"
40020,Harlem-Lake,10/21/2021,W,"1,698"
40020,Harlem-Lake,10/22/2021,W,"1,703"
40020,Harlem-Lake,10/23/2021,A,"1,232"
40020,Harlem-Lake,10/24/2021,U,627
40020,Harlem-Lake,10/25/2021,W,"1,430"
40020,Harlem-Lake,10/26/2021,W,"1,660"
40020,Harlem-Lake,10/27/2021,W,"1,739"
40020,Harlem-Lake,10/28/2021,W,"1,639"
40020,Harlem-Lake,10/29/2021,W,"1,486"
40020,Harlem-Lake,10/30/2021,A,"1,090"
40020,Harlem-Lake,10/31/2021,U,813
40030,Pulaski-Lake,10/01/2021,W,751
40030,Pulaski-Lake,10/02/2021,A,518
40030,Pulaski-Lake,10/03/2021,U,379
40030,Pulaski-Lake,10/04/2021,W,705
40030,Pulaski-Lake,10/05/2021,W,686
40030,Pulaski-Lake,10/06/2021,W,728
40030,Pulaski-Lake,10/07/2021,W,732
40030,Pulaski-Lake,10/08/2021,W,812
40030,Pulaski-Lake,10/09/2021,A,624
40030,Pulaski-Lake,10/10/2021,U,465
40030,Pulaski-Lake,10/11/2021,W,626
40030,Pulaski-Lake,10/12/2021,W,776
40030,Pulaski-Lake,10/13/2021,W,709
40030,Pulaski-Lake,10/14/2021,W,667
40030,Pulaski-Lake,10/15/2021,W,736
40030,Pulaski-Lake,10/16/2021,A,542
40030,Pulaski-Lake,10/17/2021,U,390
40030,Pulaski-Lake,10/18/2021,W,695
40030,Pulaski-Lake,10/19/2021,W,707
40030,Pulaski-Lake,10/20/2021,W,729
40030,Pulaski-Lake,10/21/2021,W,586
40030,Pulaski-Lake,10/22/2021,W,664
40030,Pulaski-Lake,10/23/2021,A,459
40030,Pulaski-Lake,10/24/2021,U,291
40030,Pulaski-Lake,10/25/2021,W,598
40030,Pulaski-Lake,10/26/2021,W,678
40030,Pulaski-Lake,10/27/2021,W,782
40030,Pulaski-Lake,10/28/2021,W,705
40030,Pulaski-Lake,10/29/2021,W,648
40030,Pulaski-Lake,10/30/2021,A,475
40030,Pulaski-Lake,10/31/2021,U,412
40040,Quincy/Wells,10/01/2021,W,"2,021"
40040,Quincy/Wells,10/02/2021,A,"1,001"
40040,Quincy/Wells,10/03/2021,U,891
40040,Quincy/Wells,10/04/2021,W,"2,318"
40040,Quincy/Wells,10/05/2021,W,"2,612"
40040,Quincy/Wells,10/06/2021,W,"2,497"
40040,Quincy/Wells,10/07/2021,W,"2,557"
40040,Quincy/Wells,10/08/2021,W,"2,119"
40040,Quincy/Wells,10/09/2021,A,"1,371"
40040,Quincy/Wells,10/10/2021,U,"1,761"
40040,Quincy/Wells,10/11/2021,W,"2,433"
40040,Quincy/Wells,10/12/2021,W,"3,003"
40040,Quincy/Wells,10/13/2021,W,"2,788"
40040,Quincy/Wells,10/14/2021,W,"2,887"
40040,Quincy/Wells,10/15/2021,W,"2,161"
40040,Quincy/Wells,10/16/2021,A,"1,156"
40040,Quincy/Wells,10/17/2021,U,"1,132"
40040,Quincy/Wells,10/18/2021,W,"2,599"
40040,Quincy/Wells,10/19/2021,W,"2,933"
40040,Quincy/Wells,10/20/2021,W,"2,744"
40040,Quincy/Wells,10/21/2021,W,"2,836"
40040,Quincy/Wells,10/22/2021,W,"2,223"
40040,Quincy/Wells,10/23/2021,A,"1,036"
40040,Quincy/Wells,10/24/2021,U,732
40040,Quincy/Wells,10/25/2021,W,"2,261"
40040,Quincy/Wells,10/26/2021,W,"2,934"
40040,Quincy/Wells,10/27/2021,W,"2,736"
40040,Quincy/Wells,10/28/2021,W,"2,953"
40040,Quincy/Wells,10/29/2021,W,"2,123"
40040,Quincy/Wells,10/30/2021,A,"1,017"
40040,Quincy/Wells,10/31/2021,U,973
40050,Davis,10/01/2021,W,"1,732"
40050,Davis,10/02/2021,A,"1,393"
40050,Davis,10/03/2021,U,857
40050,Davis,10/04/2021,W,"1,442"
40050,Davis,10/05/2021,W,"1,530"
40050,Davis,10/06/2021,W,"1,473"
40050,Davis,10/07/2021,W,"1,548"
40050,Davis,10/08/2021,W,"1,666"
40050,Davis,10/09/2021,A,"1,426"
40050,Davis,10/10/2021,U,"1,020"
40050,Davis,10/11/2021,W,"1,292"
40050,Davis,10/12/2021,W,"1,500"
40050,Davis,10/13/2021,W,"1,499"
40050,Davis,10/14/2021,W,"1,706"
40050,Davis,10/15/2021,W,"1,701"
40050,Davis,10/16/2021,A,"1,808"
40050,Davis,10/17/2021,U,925
40050,Davis,10/18/2021,W,"1,470"
40050,Davis,10/19/2021,W,"1,498"
40050,Davis,10/20/2021,W,"1,543"
40050,Davis,10/21/2021,W,"1,457"
40050,Davis,10/22/2021,W,"1,682"
40050,Davis,10/23/2021,A,"1,443"
40050,Davis,10/24/2021,U,705
40050,Davis,10/25/2021,W,"1,329"
40050,Davis,10/26/2021,W,"1,507"
40050,Davis,10/27/2021,W,"1,622"
40050,Davis,10/28/2021,W,"1,629"
40050,Davis,10/29/2021,W,"1,704"
40050,Davis,10/30/2021,A,"1,566"
40050,Davis,10/31/2021,U,943
40060,Belmont-O'Hare,10/01/2021,W,"2,750"
40060,Belmont-O'Hare,10/02/2021,A,"1,599"
40060,Belmont-O'Hare,10/03/2021,U,"1,214"
40060,Belmont-O'Hare,10/04/2021,W,"2,414"
40060,Belmont-O'Hare,10/05/2021,W,"2,544"
40060,Belmont-O'Hare,10/06/2021,W,"2,596"
40060,Belmont-O'Hare,10/07/2021,W,"2,760"
40060,Belmont-O'Hare,10/08/2021,W,"2,741"
40060,Belmont-O'Hare,10/09/2021,A,"1,780"
40060,Belmont-O'Hare,10/10/2021,U,"1,494"
40060,Belmont-O'Hare,10/11/2021,W,"2,151"
40060,Belmont-O'Hare,10/12/2021,W,"2,619"
40060,Belmont-O'Hare,10/13/2021,W,"2,580"
40060,Belmont-O'Hare,10/14/2021,W,"2,816"
40060,Belmont-O'Hare,10/15/2021,W,"2,718"
40060,Belmont-O'Hare,10/16/2021,A,"1,685"
40060,Belmont-O'Hare,10/17/2021,U,"1,287"
40060,Belmont-O'Hare,10/18/2021,W,"2,313"
40060,Belmont-O'Hare,10/19/2021,W,"2,528"
40060,Belmont-O'Hare,10/20/2021,W,"2,604"
40060,Belmont-O'Hare,10/21/2021,W,"2,732"
40060,Belmont-O'Hare,10/22/2021,W,"2,745"
40060,Belmont-O'Hare,10/23/2021,A,"1,728"
40060,Belmont-O'Hare,10/24/2021,U,"1,140"
40060,Belmont-O'Hare,10/25/2021,W,"2,176"
40060,Belmont-O'Hare,10/26/2021,W,"2,564"
40060,Belmont-O'Hare,10/27/2021,W,"2,639"
40060,Belmont-O'Hare,10/28/2021,W,"2,756"
40060,Belmont-O'Hare,10/29/2021,W,"2,541"
40060,Belmont-O'Hare,10/30/2021,A,"1,654"
40060,Belmont-O'Hare,10/31/2021,U,"1,178"
40070,Jackson/Dearborn,10/01/2021,W,"2,592"
40070,Jackson/Dearborn,10/02/2021,A,"1,507"
40070,Jackson/Dearborn,10/03/2021,U,"1,317"
40070,Jackson/Dearborn,10/04/2021,W,"2,932"
40070,Jackson/Dearborn,10/05/2021,W,"3,037"
40070,Jackson/Dearborn,10/06/2021,W,"3,049"
40070,Jackson/Dearborn,10/07/2021,W,"2,938"
40070,Jackson/Dearborn,10/08/2021,W,"2,682"
40070,Jackson/Dearborn,10/09/2021,A,"1,707"
40070,Jackson/Dearborn,10/10/2021,U,"4,500"
40070,Jackson/Dearborn,10/11/2021,W,"2,697"
40070,Jackson/Dearborn,10/12/2021,W,"3,264"
40070,Jackson/Dearborn,10/13/2021,W,"3,096"
40070,Jackson/Dearborn,10/14/2021,W,"3,052"
40070,Jackson/Dearborn,10/15/2021,W,"2,699"
40070,Jackson/Dearborn,10/16/2021,A,"1,621"
40070,Jackson/Dearborn,10/17/2021,U,"1,586"
40070,Jackson/Dearborn,10/18/2021,W,"2,981"
40070,Jackson/Dearborn,10/19/2021,W,"3,097"
40070,Jackson/Dearborn,10/20/2021,W,"3,028"
40070,Jackson/Dearborn,10/21/2021,W,"2,973"
40070,Jackson/Dearborn,10/22/2021,W,"2,644"
40070,Jackson/Dearborn,10/23/2021,A,"1,445"
40070,Jackson/Dearborn,10/24/2021,U,"1,005"
40070,Jackson/Dearborn,10/25/2021,W,"2,617"
40070,Jackson/Dearborn,10/26/2021,W,"2,944"
40070,Jackson/Dearborn,10/27/2021,W,"3,056"
40070,Jackson/Dearborn,10/28/2021,W,"2,948"
40070,Jackson/Dearborn,10/29/2021,W,"2,581"
40070,Jackson/Dearborn,10/30/2021,A,"1,496"
40070,Jackson/Dearborn,10/31/2021,U,"1,302"
40080,Sheridan,10/01/2021,W,"2,383"
40080,Sheridan,10/02/2021,A,"2,044"
40080,Sheridan,10/03/2021,U,"1,267"
40080,Sheridan,10/04/2021,W,"2,073"
40080,Sheridan,10/05/2021,W,"2,248"
40080,Sheridan,10/06/2021,W,"2,209"
40080,Sheridan,10/07/2021,W,"2,270"
40080,Sheridan,10/08/2021,W,"2,156"
40080,Sheridan,10/09/2021,A,"2,056"
40080,Sheridan,10/10/2021,U,"2,831"
40080,Sheridan,10/11/2021,W,"1,724"
40080,Sheridan,10/12/2021,W,"2,272"
40080,Sheridan,10/13/2021,W,"2,225"
40080,Sheridan,10/14/2021,W,"2,355"
40080,Sheridan,10/15/2021,W,"2,333"
40080,Sheridan,10/16/2021,A,"2,069"
40080,Sheridan,10/17/2021,U,"1,596"
40080,Sheridan,10/18/2021,W,"2,067"
40080,Sheridan,10/19/2021,W,"2,290"
40080,Sheridan,10/20/2021,W,"2,245"
40080,Sheridan,10/21/2021,W,"2,330"
40080,Sheridan,10/22/2021,W,"2,264"
40080,Sheridan,10/23/2021,A,"2,079"
40080,Sheridan,10/24/2021,U,"1,170"
40080,Sheridan,10/25/2021,W,"1,830"
40080,Sheridan,10/26/2021,W,"2,265"
40080,Sheridan,10/27/2021,W,"2,306"
40080,Sheridan,10/28/2021,W,"2,272"
40080,Sheridan,10/29/2021,W,"2,249"
40080,Sheridan,10/30/2021,A,"2,304"
40080,Sheridan,10/31/2021,U,"1,736"
40090,Damen-Brown,10/01/2021,W,"1,472"
40090,Damen-Brown,10/02/2021,A,893
40090,Damen-Brown,10/03/2021,U,544
40090,Damen-Brown,10/04/2021,W,"1,255"
40090,Damen-Brown,10/05/2021,W,"1,346"
40090,Damen-Brown,10/06/2021,W,"1,386"
40090,Damen-Brown,10/07/2021,W,"1,340"
40090,Damen-Brown,10/08/2021,W,"1,351"
40090,Damen-Brown,10/09/2021,A,903
40090,Damen-Brown,10/10/2021,U,828
40090,Damen-Brown,10/11/2021,W,974
40090,Damen-Brown,10/12/2021,W,"1,426"
40090,Damen-Brown,10/13/2021,W,"1,343"
40090,Damen-Brown,10/14/2021,W,"1,426"
40090,Damen-Brown,10/15/2021,W,"1,383"
40090,Damen-Brown,10/16/2021,A,732
40090,Damen-Brown,10/17/2021,U,446
40090,Damen-Brown,10/18/2021,W,"1,198"
40090,Damen-Brown,10/19/2021,W,"1,354"
40090,Damen-Brown,10/20/2021,W,"1,335"
40090,Damen-Brown,10/21/2021,W,"1,328"
40090,Damen-Brown,10/22/2021,W,"1,414"
40090,Damen-Brown,10/23/2021,A,637
40090,Damen-Brown,10/24/2021,U,295
40090,Damen-Brown,10/25/2021,W,"1,117"
40090,Damen-Brown,10/26/2021,W,"1,383"
40090,Damen-Brown,10/27/2021,W,"1,523"
40090,Damen-Brown,10/28/2021,W,"1,394"
40090,Damen-Brown,10/29/2021,W,"1,307"
40090,Damen-Brown,10/30/2021,A,930
40090,Damen-Brown,10/31/2021,U,577
40100,Morse,10/01/2021,W,"2,307"
40100,Morse,10/02/2021,A,"1,733"
40100,Morse,10/03/2021,U,"1,304"
40100,Morse,10/04/2021,W,"2,007"
40100,Morse,10/05/2021,W,"2,116"
40100,Morse,10/06/2021,W,"2,116"
40100,Morse,10/07/2021,W,"2,203"
40100,Morse,10/08/2021,W,"2,274"
40100,Morse,10/09/2021,A,"1,718"
40100,Morse,10/10/2021,U,"1,422"
40100,Morse,10/11/2021,W,"1,688"
40100,Morse,10/12/2021,W,"2,076"
40100,Morse,10/13/2021,W,"2,248"
40100,Morse,10/14/2021,W,"2,279"
40100,Morse,10/15/2021,W,"2,318"
40100,Morse,10/16/2021,A,"1,711"
40100,Morse,10/17/2021,U,"1,318"
40100,Morse,10/18/2021,W,"2,072"
40100,Morse,10/19/2021,W,"2,134"
40100,Morse,10/20/2021,W,"2,261"
40100,Morse,10/21/2021,W,"2,240"
40100,Morse,10/22/2021,W,"2,276"
40100,Morse,10/23/2021,A,"1,642"
40100,Morse,10/24/2021,U,"1,033"
40100,Morse,10/25/2021,W,"1,876"
40100,Morse,10/26/2021,W,"2,132"
40100,Morse,10/27/2021,W,"2,259"
40100,Morse,10/28/2021,W,"2,139"
40100,Morse,10/29/2021,W,"2,196"
40100,Morse,10/30/2021,A,"1,769"
40100,Morse,10/31/2021,U,"1,335"
40120,35th/Archer,10/01/2021,W,"1,725"
40120,35th/Archer,10/02/2021,A,826
40120,35th/Archer,10/03/2021,U,601
40120,35th/Archer,10/04/2021,W,"1,624"
40120,35th/Archer,10/05/2021,W,"1,745"
40120,35th/Archer,10/06/2021,W,"1,666"
40120,35th/Archer,10/07/2021,W,"1,619"
40120,35th/Archer,10/08/2021,W,"1,600"
40120,35th/Archer,10/09/2021,A,950
40120,35th/Archer,10/10/2021,U,902
40120,35th/Archer,10/11/2021,W,"1,153"
40120,35th/Archer,10/12/2021,W,"1,710"
40120,35th/Archer,10/13/2021,W,"1,667"
40120,35th/Archer,10/14/2021,W,"1,737"
